Country Name,Country Code,Year,Year Code,Consumption of iodized salt (% of households) [SN.ITK.SALT.ZS],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months) [SH.STA.IYCF.ZS]",Low-birthweight babies (% of births) [SH.STA.BRTW.ZS],Number of people who are undernourished [SN.ITK.DEFC],Prevalence of anemia among children (% of children ages 6-59 months) [SH.ANM.CHLD.ZS],Prevalence of anemia among non-pregnant women (% of women ages 15-49) [SH.ANM.NPRG.ZS],Prevalence of anemia among pregnant women (%) [SH.PRG.ANEM],Prevalence of anemia among women of reproductive age (% of women ages 15-49) [SH.ANM.ALLW.ZS],Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],Prevalence of overweight (% of children under 5) [SH.STA.OWGH.ZS],"Prevalence of overweight, female (% of children under 5) [SH.STA.OWGH.FE.ZS]","Prevalence of overweight, female (% of female adults) [SH.STA.OWAD.FE.ZS]","Prevalence of overweight, male (% of children under 5) [SH.STA.OWGH.MA.ZS]","Prevalence of overweight, male (% of male adults) [SH.STA.OWAD.MA.ZS]","Prevalence of severe wasting, weight for height (% of children under 5) [SH.SVR.WAST.ZS]","Prevalence of severe wasting, weight for height, female (% of children under 5) [SH.SVR.WAST.FE.ZS]","Prevalence of severe wasting, weight for height, male (% of children under 5) [SH.SVR.WAST.MA.ZS]","Prevalence of stunting, height for age (% of children under 5) [SH.STA.STNT.ZS]","Prevalence of stunting, height for age, female (% of children under 5) [SH.STA.STNT.FE.ZS]","Prevalence of stunting, height for age, male (% of children under 5) [SH.STA.STNT.MA.ZS]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Prevalence of underweight, weight for age, female (% of children under 5) [SH.STA.MALN.FE.ZS]","Prevalence of underweight, weight for age, male (% of children under 5) [SH.STA.MALN.MA.ZS]","Prevalence of wasting, weight for height (% of children under 5) [SH.STA.WAST.ZS]","Prevalence of wasting, weight for height, female (% of children under 5) [SH.STA.WAST.FE.ZS]","Prevalence of wasting, weight for height, male (% of children under 5) [SH.STA.WAST.MA.ZS]",Vitamin A supplementation coverage rate (% of children ages 6-59 months) [SN.ITK.VITA.ZS]
Not classified,INX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,2017,YR2017,..,..,..,..,12200000,13.82212688,13.02286629,16.63245189,13.12924158,..,..,..,..,..,..,..,..,..,..,..,..,3.016475774,..,..,..,..,..,..,..
OECD members,OED,2018,YR2018,..,..,..,..,12600000,13.9797544,13.23164385,16.68046493,13.34788892,..,..,..,..,..,..,..,..,..,..,..,..,3.056438829,..,..,..,..,..,..,..
OECD members,OED,2019,YR2019,..,..,..,..,14600000,14.18684009,13.50263583,16.7663114,13.61192684,..,..,..,..,..,..,..,..,..,..,..,..,3.192395267,..,..,..,..,..,..,..
Oman,OMN,2017,YR2017,..,23.2,..,..,400000,25.2,29,30.6,29.1,..,4.2,4.2,..,4.1,..,3.1,4.2,2,11.4,10,12.7,8.4,11.2,11.4,11.1,9.3,10,8.7,..
Oman,OMN,2018,YR2018,..,..,..,..,400000,24.7,29,30.4,29.1,..,..,..,..,..,..,..,..,..,..,..,..,8.1,..,..,..,..,..,..,..
Oman,OMN,2019,YR2019,..,..,..,..,400000,24.3,29.1,30.2,29.1,..,..,..,..,..,..,..,..,..,..,..,..,8.2,..,..,..,..,..,..,..
Other small states,OSS,2017,YR2017,..,..,..,..,3100000,48.0414317,32.63055269,39.79388268,32.85468406,..,..,..,..,..,..,..,..,..,..,..,..,15.23047589,..,..,..,..,..,..,..
Other small states,OSS,2018,YR2018,..,..,..,..,3100000,47.58358363,32.76117901,39.72529423,32.98283343,..,..,..,..,..,..,..,..,..,..,..,..,14.74740183,..,..,..,..,..,..,..
Other small states,OSS,2019,YR2019,..,..,..,..,3200000,47.19524447,32.96283466,39.68399522,33.16048388,..,..,..,..,..,..,..,..,..,..,..,..,15.05414197,..,..,..,..,..,..,..
Pacific island small states,PSS,2017,YR2017,..,..,..,..,500000,38.38184326,31.08421275,42.22562517,31.81261052,..,..,..,..,..,..,..,..,..,..,..,..,9.855648328,..,..,..,..,..,..,..
Pacific island small states,PSS,2018,YR2018,..,..,..,..,500000,38.02656159,31.30579742,41.89999029,32.00247284,..,..,..,..,..,..,..,..,..,..,..,..,9.502886701,..,..,..,..,..,..,..
Pacific island small states,PSS,2019,YR2019,..,..,..,..,500000,37.76288176,31.64169527,41.60217079,32.27259555,..,..,..,..,..,..,..,..,..,..,..,..,9.296311097,..,..,..,..,..,..,..
Pakistan,PAK,2017,YR2017,..,..,..,..,25200000,54.6,41.4,45,41.6,..,..,..,..,..,..,..,..,..,..,..,..,12.1,..,..,..,..,..,..,92
Pakistan,PAK,2018,YR2018,..,47.5,12.7,..,25800000,53.8,41.2,44.5,41.4,..,2.5,2.6,..,2.3,..,2.4,2.1,2.7,37.6,37.1,38.2,12.2,23.1,22.1,24,7.1,6.6,7.6,92
Pakistan,PAK,2019,YR2019,..,..,..,..,27900000,53,41.1,44,41.3,..,..,..,..,..,..,..,..,..,..,..,..,12.9,..,..,..,..,..,..,..
Palau,PLW,2017,YR2017,..,..,..,..,..,34,27.8,34.5,28.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,2018,YR2018,..,..,..,..,..,33.7,28,34.3,28.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,2019,YR2019,..,..,..,..,..,33.5,28.3,34.3,28.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,2017,YR2017,..,..,..,..,300000,17.6,21.1,22.7,21.1,..,..,..,..,..,..,..,..,..,..,..,..,7.5,..,..,..,..,..,..,..
Panama,PAN,2018,YR2018,..,..,..,..,300000,16.7,21.1,22.6,21.2,..,..,..,..,..,..,..,..,..,..,..,..,7.4,..,..,..,..,..,..,..
Panama,PAN,2019,YR2019,..,..,..,..,300000,16,21.2,22.6,21.2,..,..,..,..,..,..,..,..,..,15.8,13.8,17.6,7.5,3,2.6,3.3,..,..,..,..
Papua New Guinea,PNG,2017,YR2017,..,..,..,..,2100000,47.3,33.3,44.6,34,..,..,..,..,..,..,..,..,..,..,..,..,25.1,..,..,..,..,..,..,..
Papua New Guinea,PNG,2018,YR2018,..,..,17.9,..,2100000,47,33.4,44.3,34.2,..,..,..,..,..,..,..,..,..,..,..,..,24.9,..,..,..,..,..,..,0
Papua New Guinea,PNG,2019,YR2019,..,..,..,..,2200000,46.7,33.7,44.1,34.4,..,..,..,..,..,..,..,..,..,..,..,..,24.6,..,..,..,..,..,..,..
Paraguay,PRY,2017,YR2017,..,..,..,..,500000,29,22.9,25.7,23,..,..,..,..,..,..,..,..,..,..,..,..,7.8,..,..,..,..,..,..,..
Paraguay,PRY,2018,YR2018,..,..,..,..,600000,28.4,22.9,25.6,23,..,..,..,..,..,..,..,..,..,..,..,..,7.9,..,..,..,..,..,..,..
Paraguay,PRY,2019,YR2019,..,..,..,..,700000,27.9,22.9,25.4,23,..,..,..,..,..,..,..,..,..,..,..,..,9.2,..,..,..,..,..,..,..
Peru,PER,2017,YR2017,88.2,64.2,..,..,2400000,31.5,19.9,27.1,20.2,..,8,7.1,..,9,..,0.1,0,0.1,12.8,11.9,13.8,7.6,3.2,2.8,3.6,0.5,0.4,0.6,..
Peru,PER,2018,YR2018,88.7,66.4,..,..,2500000,30.5,20.1,27.1,20.4,..,8.6,7.8,..,9.3,..,0.1,0.1,0.1,12.2,11.9,12.4,7.9,2.6,2.7,2.6,0.5,0.4,0.5,..
Peru,PER,2019,YR2019,..,..,..,..,2800000,29.6,20.4,27.1,20.6,..,8.1,7.1,..,9.1,..,0.1,0.1,0.1,12.2,11.6,12.8,8.7,2.4,2.2,2.6,0.4,0.4,0.5,..
Philippines,PHL,2017,YR2017,..,..,..,..,11400000,14.2,12.6,27.7,13.3,..,..,..,..,..,..,..,..,..,..,..,..,10.9,..,..,..,..,..,..,..
Philippines,PHL,2018,YR2018,..,..,..,..,10300000,13.8,12.1,26.6,12.8,..,4,..,..,..,..,..,..,..,30.3,..,..,9.7,19.1,..,..,5.6,..,..,..
Philippines,PHL,2019,YR2019,..,..,..,..,10100000,13.5,11.6,25.5,12.3,..,..,..,..,..,..,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..
Poland,POL,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Poland,POL,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Poland,POL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Portugal,PRT,2017,YR2017,..,..,..,..,..,13.6,12.6,19.3,12.7,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Portugal,PRT,2018,YR2018,..,..,..,..,..,13.9,12.8,19.3,13,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Portugal,PRT,2019,YR2019,..,..,..,..,..,14.3,13.1,19.4,13.2,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Post-demographic dividend,PST,2017,YR2017,..,..,..,..,400000,12.09992203,12.7837996,15.85900206,12.87596884,..,..,..,..,..,..,..,..,..,..,..,..,2.505628325,..,..,..,..,..,..,..
Post-demographic dividend,PST,2018,YR2018,..,..,..,..,400000,12.34188308,13.01816252,15.95901234,13.11841003,..,..,..,..,..,..,..,..,..,..,..,..,2.503494433,..,..,..,..,..,..,..
Post-demographic dividend,PST,2019,YR2019,..,..,..,..,400000,12.60066391,13.30086526,16.071957,13.39657382,..,..,..,..,..,..,..,..,..,..,..,..,2.504607358,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,2017,YR2017,..,..,12.67683048,..,166000000,61.82559745,43.18255319,48.19197183,43.58940607,..,..,..,..,..,..,..,..,..,..,..,..,21.42776419,..,..,..,..,..,..,54.32642645
Pre-demographic dividend,PRE,2018,YR2018,..,..,..,..,172300000,61.45186515,43.2302112,47.95743201,43.61808502,..,..,..,..,..,..,..,..,..,..,..,..,21.67269761,..,..,..,..,..,..,69.14744353
Pre-demographic dividend,PRE,2019,YR2019,..,..,..,..,190100000,61.05385617,43.34007446,47.77470149,43.69281712,..,..,..,..,..,..,..,..,..,..,..,..,23.29798832,..,..,..,..,..,..,..
Puerto Rico,PRI,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2017,YR2017,..,..,..,..,..,22,27.7,26.7,27.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2018,YR2018,..,..,..,..,..,22.2,27.9,26.7,27.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2019,YR2019,..,..,..,..,..,22.4,28.2,26.7,28.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,2017,YR2017,..,..,..,..,..,27.6,22,25.3,22.1,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Romania,ROU,2018,YR2018,..,..,..,..,..,27.3,22.2,25.3,22.3,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Romania,ROU,2019,YR2019,..,..,..,..,..,27.1,22.6,25.3,22.7,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Russian Federation,RUS,2017,YR2017,..,..,..,..,..,21.8,20.5,23.2,20.6,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Russian Federation,RUS,2018,YR2018,..,..,..,..,..,21.8,20.8,23.3,20.8,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Russian Federation,RUS,2019,YR2019,..,..,..,..,..,21.9,21.1,23.4,21.1,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Rwanda,RWA,2017,YR2017,..,..,..,..,4100000,37.6,16.9,23.3,17.4,..,..,..,..,..,..,..,..,..,..,..,..,34.5,..,..,..,..,..,..,98
Rwanda,RWA,2018,YR2018,..,..,..,..,4200000,37.8,16.8,23.4,17.3,..,2.4,1.8,..,3.1,..,0.3,0.2,0.5,34.8,31.6,38,34.3,12.6,11.2,14,2,1.8,2.2,92
Rwanda,RWA,2019,YR2019,..,..,..,..,4400000,37.9,16.6,23.5,17.2,..,..,..,..,..,..,..,..,..,..,..,..,35.2,..,..,..,..,..,..,..
Samoa,WSM,2017,YR2017,..,..,..,..,100000,35.8,24.8,39.9,25.9,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..
Samoa,WSM,2018,YR2018,..,..,..,..,100000,35.6,25.3,39.7,26.3,..,..,..,..,..,..,..,..,..,..,..,..,4.6,..,..,..,..,..,..,..
Samoa,WSM,2019,YR2019,..,..,..,..,100000,35.5,25.8,39.4,26.8,..,8.7,8.5,..,9,..,..,..,..,7.3,6.9,7.6,4.6,3.4,3.4,3.3,3.1,3.2,2.9,..
San Marino,SMR,2017,YR2017,..,..,..,..,..,12.3,11.7,16.7,11.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,2018,YR2018,..,..,..,..,..,12.5,12,16.9,12.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,2019,YR2019,..,..,..,..,..,12.8,12.4,17.1,12.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,2017,YR2017,..,..,..,..,100000,59.9,43.9,51.3,44.5,..,..,..,..,..,..,..,..,..,..,..,..,11.8,..,..,..,..,..,..,23
Sao Tome and Principe,STP,2018,YR2018,..,..,..,..,100000,59.4,43.7,51.1,44.3,..,..,..,..,..,..,..,..,..,..,..,..,11.8,..,..,..,..,..,..,32
Sao Tome and Principe,STP,2019,YR2019,..,..,..,..,100000,58.8,43.6,50.8,44.2,..,4.5,3.4,..,5.6,..,1.4,1,1.7,11.7,10.4,13,11.9,5.4,4.7,6.2,4.1,2.3,5.9,..
Saudi Arabia,SAU,2017,YR2017,..,..,..,..,1200000,21.2,26.7,27.2,26.8,..,..,..,..,..,..,..,..,..,..,..,..,3.7,..,..,..,..,..,..,..
Saudi Arabia,SAU,2018,YR2018,..,..,..,..,1300000,21.4,27.1,27.2,27.1,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..,..,..
Saudi Arabia,SAU,2019,YR2019,..,..,..,..,1300000,21.8,27.5,27.3,27.5,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..
Senegal,SEN,2017,YR2017,61.9,42.1,8,..,1200000,69.9,53.3,56.7,53.6,..,0.9,1.1,..,0.7,..,1.5,1.4,1.6,16.5,15,18,7.9,14.4,13.9,14.9,9,8.2,9.8,58
Senegal,SEN,2018,YR2018,..,..,11.3,..,1200000,68.9,52.8,56.4,53.1,..,1.5,1.3,..,1.6,..,1.2,1,1.4,18.8,15.9,21.7,7.4,15.1,13.4,16.8,7.8,7.5,8.1,57
Senegal,SEN,2019,YR2019,..,..,9.5,..,1200000,67.9,52.3,56.1,52.7,..,2.3,2.5,..,2.1,..,1.2,1,1.4,17.9,16.8,18.9,7.5,14.4,12.7,16.1,8.1,6.7,9.6,..
Serbia,SRB,2017,YR2017,..,..,..,..,400000,18.7,22.3,25,22.4,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
Serbia,SRB,2018,YR2018,..,..,..,..,300000,19.1,22.5,25.1,22.6,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..,..,..
Serbia,SRB,2019,YR2019,..,..,..,..,300000,19.5,22.8,25.1,22.8,..,10.9,8.9,..,12.7,..,0.5,0.4,0.7,5.4,3.1,7.4,3.9,1,0.4,1.6,2.6,1.9,3.2,..
Seychelles,SYC,2017,YR2017,..,..,..,..,..,29.6,24.3,27.3,24.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,2018,YR2018,..,..,..,..,..,30.1,24.6,27.4,24.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,2019,YR2019,..,..,..,..,..,30.6,24.9,27.5,25.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,2017,YR2017,85.3,47.2,9.3,..,2000000,75.4,47.4,54.4,48.1,..,2,1.8,..,2.2,..,1,0.8,1.1,29.3,25.6,33.1,26.2,13.6,11.6,15.7,5.1,4,6.3,98
Sierra Leone,SLE,2018,YR2018,..,..,..,..,2000000,74.5,47.6,54.4,48.2,..,..,..,..,..,..,..,..,..,..,..,..,25.7,..,..,..,..,..,..,69
Sierra Leone,SLE,2019,YR2019,..,..,9.2,..,2000000,73.4,47.8,54.4,48.4,..,4.5,4.1,..,5,..,1.1,0.9,1.2,29.5,26.8,32.1,26.2,13.5,12.8,14.3,5.4,5.2,5.5,..
Singapore,SGP,2017,YR2017,..,..,..,..,..,12.9,12.3,17.2,12.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,2018,YR2018,..,..,..,..,..,13.2,12.6,17.4,12.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,2019,YR2019,..,..,..,..,..,13.5,12.9,17.5,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2017,YR2017,..,..,..,..,200000,23,23.1,24.4,23.2,..,..,..,..,..,..,..,..,..,..,..,..,4.5,..,..,..,..,..,..,..
Slovak Republic,SVK,2018,YR2018,..,..,..,..,200000,23.4,23.3,24.4,23.3,..,..,..,..,..,..,..,..,..,..,..,..,4.1,..,..,..,..,..,..,..
Slovak Republic,SVK,2019,YR2019,..,..,..,..,200000,23.7,23.5,24.4,23.5,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
Slovenia,SVN,2017,YR2017,..,..,..,..,..,17.5,21.1,22.7,21.1,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Slovenia,SVN,2018,YR2018,..,..,..,..,..,17.9,21.4,22.8,21.4,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Slovenia,SVN,2019,YR2019,..,..,..,..,..,18.2,21.7,22.9,21.8,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Small states,SST,2017,YR2017,..,..,..,..,4600000,44.04338128,30.03932236,37.77367302,30.27115076,..,..,..,..,..,..,..,..,..,..,..,..,13.14727101,..,..,..,..,..,..,..
Small states,SST,2018,YR2018,..,..,..,..,4500000,43.67310528,30.20103732,37.72131274,30.42578865,..,..,..,..,..,..,..,..,..,..,..,..,12.66155147,..,..,..,..,..,..,..
Small states,SST,2019,YR2019,..,..,..,..,4600000,43.37862148,30.43794371,37.69882701,30.64733634,..,..,..,..,..,..,..,..,..,..,..,..,12.86952864,..,..,..,..,..,..,..
Solomon Islands,SLB,2017,YR2017,..,..,..,..,100000,39.5,36.8,49.7,37.9,..,..,..,..,..,..,..,..,..,..,..,..,17.6,..,..,..,..,..,..,..
Solomon Islands,SLB,2018,YR2018,..,..,..,..,100000,38.7,36.7,49.5,37.8,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..
Solomon Islands,SLB,2019,YR2019,..,..,..,..,100000,38.1,36.7,49.3,37.7,..,..,..,..,..,..,..,..,..,..,..,..,16.5,..,..,..,..,..,..,..
Somalia,SOM,2017,YR2017,..,..,..,..,8600000,53.8,42.5,49,43.3,..,..,..,..,..,..,..,..,..,..,..,..,58.7,..,..,..,..,..,..,11
Somalia,SOM,2018,YR2018,..,..,..,..,8600000,52.7,42.5,48.8,43.2,..,..,..,..,..,..,..,..,..,..,..,..,57.4,..,..,..,..,..,..,32
Somalia,SOM,2019,YR2019,..,..,..,..,9200000,51.8,42.4,48.7,43.1,..,..,..,..,..,..,..,..,..,..,..,..,59.5,..,..,..,..,..,..,..
South Africa,ZAF,2017,YR2017,..,..,..,..,3100000,41.2,29.4,30.3,29.5,..,11.6,11.6,..,11.6,..,1.7,1.4,2,21.4,17.8,25,5.5,5.5,4.2,6.7,3.4,3.2,3.5,47
South Africa,ZAF,2018,YR2018,..,..,..,..,3200000,42.9,29.9,30.5,29.9,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,50
South Africa,ZAF,2019,YR2019,..,..,..,..,3800000,44.4,30.5,30.8,30.5,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,..,..
South Asia,SAS,2017,YR2017,..,..,12.9354827,..,240900000,52.72208601,49.21828009,48.11250048,49.19343349,..,..,..,..,..,..,..,..,..,..,..,..,13.4306243,29.47860718,..,..,..,..,..,..
South Asia,SAS,2018,YR2018,..,..,..,..,244400000,52.18368719,49.3080089,47.85097493,49.27373346,..,..,..,..,..,..,..,..,..,..,..,..,13.45130321,28.76804543,..,..,..,..,..,58.58952532
South Asia,SAS,2019,YR2019,..,..,..,..,264900000,51.73764845,49.41160178,47.66019651,49.37369877,..,..,..,..,..,..,..,..,..,..,..,..,14.46777508,28.06779671,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,2017,YR2017,..,..,12.9354827,..,240900000,52.72208601,49.21828009,48.11250048,49.19343349,..,..,..,..,..,..,..,..,..,..,..,..,13.4306243,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,2018,YR2018,..,..,..,..,244400000,52.18368719,49.3080089,47.85097493,49.27373346,..,..,..,..,..,..,..,..,..,..,..,..,13.45130321,..,..,..,..,..,..,58.58952532
South Asia (IDA & IBRD),TSA,2019,YR2019,..,..,..,..,264900000,51.73764845,49.41160178,47.66019651,49.37369877,..,..,..,..,..,..,..,..,..,..,..,..,14.46777508,..,..,..,..,..,..,..
South Sudan,SSD,2017,YR2017,..,..,..,..,..,59.9,34.7,40.2,35.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51
South Sudan,SSD,2018,YR2018,..,..,..,..,..,60.2,34.9,40.1,35.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76
South Sudan,SSD,2019,YR2019,..,..,..,..,..,60.5,35.2,40,35.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,2017,YR2017,..,..,..,..,..,13.9,12.7,19.1,12.8,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Spain,ESP,2018,YR2018,..,..,..,..,..,14.2,12.9,19.1,13.1,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Spain,ESP,2019,YR2019,..,..,..,..,..,14.6,13.3,19.2,13.4,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Sri Lanka,LKA,2017,YR2017,..,..,..,..,1300000,24.7,34.1,34.3,34.1,..,..,..,..,..,..,..,..,..,..,..,..,5.9,..,..,..,..,..,..,93
Sri Lanka,LKA,2018,YR2018,..,..,..,..,1300000,24.9,34.4,34.5,34.4,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..
Sri Lanka,LKA,2019,YR2019,..,..,..,..,1400000,25.1,34.6,34.6,34.6,..,..,..,..,..,..,..,..,..,..,..,..,6.8,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2017,YR2017,..,..,..,..,..,20.4,14.7,17.8,14.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2018,YR2018,..,..,..,..,..,20.4,15,18,15.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2019,YR2019,..,..,..,..,..,20.4,15.3,18.2,15.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2017,YR2017,..,..,..,..,..,22,13.7,19,13.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2018,YR2018,..,..,..,..,..,22.2,13.9,19,14.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2019,YR2019,..,..,..,..,..,22.5,14.2,19.1,14.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2017,YR2017,..,..,..,..,100000,20.7,16.5,21.4,16.7,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2018,YR2018,..,..,..,..,100000,20.4,16.6,21.3,16.8,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2019,YR2019,..,..,..,..,100000,20.3,16.8,21.4,17,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,2017,YR2017,..,..,11.64067555,..,169700000,61.12223971,39.97210765,46.13892048,40.41392456,..,..,..,..,..,..,..,..,..,..,..,..,18.52011769,17.92812538,..,..,..,..,..,54.90248377
Sub-Saharan Africa,SSF,2018,YR2018,..,..,..,..,176200000,60.81404987,40.02497877,45.96721682,40.45100839,..,..,..,..,..,..,..,..,..,..,..,..,18.760155,17.57250214,..,..,..,..,..,64.79677077
Sub-Saharan Africa,SSF,2019,YR2019,..,..,..,..,196000000,60.48616326,40.16030478,45.83317261,40.54824012,..,..,..,..,..,..,..,..,..,..,..,..,20.34107657,17.22245407,..,..,..,..,..,..
